100000 100000
0 18405 82758
1 5332 85773
0 6492 90670
0 13760 91519
0 18760 93214
0 8017 98143
1 7610 97321
0 9027 97502
0 11362 85642
1 17091 92629
0 16462 93077
0 13279 88465
0 17797 95262
0 7409 80703
0 18438 85213
1 7593 80923
0 18927 93973
0 14118 85606
0 1165 81865
0 19958 99997
0 12891 96220
0 12511 81322
1 11991 80156
0 6145 89454
0 11994 85005
0 8122 94982
0 19221 97817
0 7582 85113
0 4806 81325
0 6341 96168
0 10145 97438
0 1502 98965
1 8731 92614
0 9463 99705
0 12122 85065
0 5739 96166
0 10000 92772
1 16002 89016
1 19295 85391
1 6086 98560
0 1055 84191
0 12884 91736
0 19481 92961
1 7927 94933
0 5283 90646
0 18237 81599
1 9198 82741
1 14782 80412
0 4956 85022
1 19191 93177
1 13463 82645
0 13369 94011
1 10353 95807
0 6924 83641
0 9339 80304
0 19201 90008
1 15061 97038
0 16730 96035
0 15988 91187
1 6445 89880
0 15243 80603
1 1466 97762
0 8510 90546
0 6323 89715
0 10969 86580
0 11094 80113
1 19594 95481
0 14810 87661
1 16398 97337
0 7451 95437
0 17567 97785
0 2931 82449
0 6928 87716
0 14544 99993
1 18850 88726
1 1101 82924
1 1150 82564
0 6698 81771
0 5993 81073
0 2397 89909
0 15989 96505
0 13819 98148
0 12073 87348
1 14149 97217
0 7772 91684
0 9065 93801
0 6887 83237
0 9331 94877
0 10276 87224
0 1271 85445
0 4333 85159
0 13565 92927
0 5497 99534
0 1096 85151
0 1873 80417
0 1123 96528
0 2019 85047
0 7063 93803
0 2784 81128
0 5862 87242
0 4569 87110
1 16115 85246
0 7291 92151
1 3186 88984
1 16840 83815
0 16660 99818
0 16627 84047
1 15624 88259
0 18141 95385
0 4861 98528
1 18423 98701
0 294 97214
0 13386 82753
0 2807 92600
0 10904 97720
0 2848 87937
0 9387 98690
0 19931 88232
0 17493 99539
0 18775 92001
1 4600 90845
1 12522 84343
1 19418 91734
1 15711 95233
1 9631 99351
0 11869 84792
1 11701 93170
0 2889 90534
0 895 85526
0 6306 84849
1 11182 96248
0 5428 87880
0 6957 99150
1 6244 85190
0 9008 83566
1 10447 81894
1 1379 99417
0 13421 98799
0 5708 97497
0 10490 90937
0 12541 83642
1 4379 93306
0 17462 97262
1 2938 86816
0 12748 85304
1 2560 90124
0 12268 81971
0 13244 91532
0 3212 96874
0 4454 90851
0 1716 88940
1 5257 90957
0 2286 82589
0 19233 99702
1 5736 92801
0 10764 97695
1 17517 87944
0 11939 87076
0 19787 84802
0 1493 82294
1 9718 95789
0 8101 92248
0 15476 84508
1 7080 85689
0 1962 93289
0 12406 95032
0 325 91421
0 9194 90722
1 14183 92263
0 16472 97467
0 18317 80535
0 12813 88234
0 4902 80742
0 11575 85420
0 6740 85682
0 15552 88387
0 19964 85911
0 11043 86676
0 1904 85566
0 452 82469
0 4467 81821
1 16755 94242
0 15613 85676
0 10546 84652
1 19725 90730
0 14280 80823
0 11034 92059
0 2343 83725
0 7194 93974
0 6356 94310
0 6479 99121
0 12916 89824
0 19593 88483
0 10357 99356
0 13234 80634
0 9178 81653
0 4566 87207
0 5240 93009
1 8930 91378
0 15530 81211
0 12794 98491
1 10529 90748
1 4991 83697
0 2840 98623
0 7348 95485
1 137 93162
0 4703 82787
0 10693 94218
0 18417 95281
1 17569 85384
1 4202 94457
0 13706 84945
0 13223 91569
0 2807 90245
0 851 90469
0 737 82298
0 12489 89491
0 10131 95959
0 12333 82635
0 2135 83143
0 18063 87396
0 4998 80408
0 2003 97656
1 19370 82433
0 1291 88867
1 8522 86479
1 12389 92115
0 6678 99443
0 9463 94510
1 12195 88334
0 18064 84658
0 9163 80768
0 9008 80144
0 5219 91892
1 19214 85581
0 19244 97359
0 14100 97553
0 18580 95194
0 9245 80220
1 16065 95512
0 16102 85399
0 19206 86694
0 8458 83065
0 14920 95585
0 19990 94390
0 10931 87698
1 6026 95494
1 6906 93178
1 3762 98197
0 5471 86525
0 12728 92327
1 13910 89563
1 6750 85680
1 1551 88093
0 6718 84929
0 4400 85245
0 952 99517
0 4798 85100
1 4180 99816
0 10001 95727
0 4055 90461
1 19645 89195
0 7194 82743
1 4463 88877
0 8446 92339
0 14208 86692
1 14312 95384
1 11506 98389
0 6366 88655
0 6843 86816
0 7820 82304
1 12858 81185
0 17268 83957
0 6365 86749
1 13234 88777
1 3216 83246
1 7830 99477
1 8563 86744
0 11312 86586
0 9742 99581
0 13180 97514
1 19007 96550
0 2161 95950
0 2005 81990
0 12652 88860
0 6913 82755
0 14841 81024
0 17865 84410
1 10861 80863
0 8449 96839
0 17673 97278
0 11385 99549
0 7105 95173
0 7632 98563
1 16967 99534
0 16861 99122
1 1090 91801
0 18025 96564
0 9672 91938
0 18602 89435
0 7461 93791
0 18093 92566
0 18084 82670
0 5593 84622
0 1219 95796
0 10691 90066
1 14189 83318
0 6906 82257
0 9512 99808
1 19921 92384
0 4195 85880
0 1421 81955
0 351 99234
1 11132 97219
1 8605 92166
1 16656 92219
0 4511 87116
0 3757 90525
0 12775 89323
0 11354 97476
0 15669 97780
1 18882 80696
0 10232 91145
0 6598 99301
0 9257 95716
1 15916 100000
1 18440 97416
1 4386 81196
0 2746 81881
1 2853 90939
1 3431 91401
1 18220 95172
1 2339 88042
0 1687 95316
1 12827 97474
0 12722 91021
0 7843 87300
0 17461 87981
1 18954 90532
0 14296 91738
0 15814 87028
1 10907 94855
0 15304 82297
1 10444 90453
0 2105 98405
0 12695 83616
0 13161 98648
0 2911 87240
0 2982 95752
1 9519 95874
1 5223 96231
0 18418 88013
1 7538 96673
0 8710 83246
1 7512 94331
1 11737 97590
0 9308 85538
0 17765 92618
1 6833 93944
0 10290 93929
0 3676 94753
0 3381 83173
0 11770 81451
0 3273 93202
1 8415 80597
0 1859 93241
1 11038 89255
0 5741 80989
0 9152 98354
1 9941 80423
0 16918 99812
0 2497 87539
1 3722 88650
0 10935 89138
0 19852 93683
1 10960 85935
0 12015 85013
1 8519 96514
0 18932 87519
1 10362 86660
0 8314 81157
0 10431 91974
0 1047 82777
0 3320 91071
0 13992 97168
0 7457 95483
0 9239 96349
0 11396 93293
0 18857 85910
1 17972 82135
0 14933 96604
0 10481 97299
1 10101 85925
0 9890 83598
0 11242 99562
0 17104 82388
0 19181 98552
1 9115 95145
0 2359 99220
0 373 87843
0 8406 93285
1 5223 95439
1 3828 99193
1 14691 94388
1 5149 92213
0 12990 85627
0 9164 88623
0 13261 90061
0 10225 80236
1 7964 80325
0 9801 96305
0 17916 83293
0 7368 99168
1 7984 92207
0 1608 99472
0 12389 83307
1 6763 92282
0 13389 87607
0 16493 97337
1 11492 84917
0 6812 81817
0 16582 81220
1 3913 99965
0 2625 81396
0 360 98544
0 7751 98926
1 5454 80079
0 19227 95689
0 4100 93049
1 18851 84316
0 7449 95460
1 11549 90482
1 14266 81946
0 15098 80301
1 15715 91334
1 13304 91047
0 2461 84166
0 12044 81251
0 14784 90004
0 927 89485
0 13952 90874
1 2669 89524
1 1410 95665
1 11844 82646
0 159 87092
1 6879 95029
1 4183 92318
0 14777 98568
0 1787 82992
1 14743 82228
0 1860 81549
0 12974 93598
0 16468 90480
1 7415 93156
1 1505 92940
0 8149 88210
0 12398 93420
1 19118 97908
0 13622 94630
0 15072 99381
0 9828 90841
1 8917 90274
1 16883 90075
1 11761 96991
1 8247 91469
0 15305 97838
0 8598 85829
1 16871 95869
1 14338 94620
0 17299 91445
0 12025 96322
0 6831 99084
1 49 91970
1 9039 86157
1 4562 98828
1 18489 97394
0 18928 98884
1 3536 89183
1 4581 94559
0 7009 81158
0 16801 88276
1 10433 95131
0 13552 93910
0 16198 85867
0 997 81547
0 416 80501
1 16432 82794
0 19602 91925
0 11633 95572
0 7706 95172
0 3443 91452
0 3182 86802
0 10216 84360
0 2092 81125
0 18756 81329
0 7465 90000
1 6443 99822
0 8156 99706
0 15816 98890
0 19487 80696
0 19150 91771
0 18182 95447
0 10161 82061
1 1382 80294
1 13758 80764
1 10433 87409
1 386 89412
1 11694 84067
0 3062 96063
0 10586 96738
0 16027 82697
0 19085 94803
0 17461 91871
0 19345 85920
0 12899 94677
0 7061 97138
0 10976 97288
1 10752 84464
0 16835 98888
0 18178 92134
1 9937 94229
0 10061 80246
0 4209 96551
1 10235 85901
1 313 97682
0 10272 95676
0 5102 94019
0 12682 93697
0 19576 88956
1 13221 85314
0 1588 83778
1 12749 93311
0 18064 99842
1 13953 95640
0 1498 96252
1 18259 95164
0 13143 82890
0 12257 94931
0 11324 86062
0 14647 96347
0 16518 89488
0 9519 96075
0 3243 95807
1 19276 91953
0 16946 99763
1 2835 88427
1 14514 97429
1 8591 98247
0 7515 98822
0 14220 86971
0 17347 98902
1 476 82766
1 16997 95551
0 17392 84852
0 14533 88905
0 7223 81566
0 4234 91375
1 19907 93478
0 8992 99672
1 3345 91730
0 3070 92762
0 972 99344
1 5870 84881
0 13965 91360
0 18743 83973
0 9138 82617
1 13213 92605
1 2375 98832
1 12806 85317
0 8762 89012
0 13888 92156
0 12976 81605
0 12340 97502
1 651 80992
1 5059 88907
0 1077 96390
0 1415 92996
0 19212 94793
1 120 80868
1 9709 96819
0 13627 98990
0 7065 89077
1 10727 81331
0 6002 95783
0 10702 93642
0 1734 87773
1 18591 86214
1 6043 82551
0 1503 90515
0 6379 97091
1 7853 81058
1 11449 84375
1 7308 94072
0 7996 88376
0 1572 81138
0 1989 98016
0 11190 93182
0 14501 91636
0 9506 94842
1 12368 89031
1 5097 99153
1 18226 87966
0 17935 93760
0 12670 90665
1 4079 92693
0 10874 96491
0 13805 82083
0 10399 83800
0 987 84604
1 866 88434
1 6908 80733
0 4583 85687
1 17328 82264
0 263 97375
0 3646 90410
0 8714 89264
0 12516 86815
0 1814 94207
1 14957 80220
1 13959 97109
1 11082 99847
0 11098 97935
1 1593 87166
0 3189 99619
0 10919 92127
1 18126 92024
1 11293 97505
0 4229 94883
0 5442 96243
0 12481 91586
1 1230 94353
1 14516 95248
0 11754 98340
0 11305 80620
0 4787 99252
1 8467 93870
1 14625 92702
1 11613 87282
1 19665 84236
0 18970 87241
0 2925 97032
0 19488 83731
0 1076 98610
1 17318 80737
0 8238 86826
1 17256 97594
0 17143 85853
0 12414 81884
0 4050 91931
1 10106 87373
1 18628 83014
1 19155 90429
1 16568 96874
0 3176 97618
0 15536 94444
0 11872 99962
0 8578 83406
0 5405 95066
0 3314 81128
1 867 96325
0 1683 87891
1 4471 91415
1 6119 81038
0 7805 82534
0 2570 92947
0 13190 97414
1 15798 93841
1 11109 84647
0 19364 99594
0 14515 99295
1 2342 93254
0 17579 95846
1 18585 90497
0 11906 86929
1 10579 91386
1 8763 94297
0 10208 97495
0 5123 87161
0 6952 88275
1 5043 91559
0 17398 88459
1 7150 97169
1 3523 84806
0 17322 83653
0 18363 93795
0 7058 84290
1 4675 89077
0 16832 92147
1 2849 82400
1 4696 93410
1 11259 83291
0 16753 83329
0 12197 90686
1 4352 87639
1 15099 98888
0 12651 82000
1 4258 97478
0 13505 96464
0 372 89302
0 8545 93409
0 5090 96571
1 14552 92278
1 10555 93116
0 7070 95588
0 3713 92702
1 12824 98029
0 8459 99532
0 1753 96160
0 17557 85591
0 16087 88500
1 5459 80042
0 9177 90112
0 6347 86973
1 11880 94955
0 6979 92659
0 19474 91073
0 14023 92931
0 12929 85554
0 15524 99947
0 12521 91547
1 13445 96916
0 10298 97870
0 1203 95717
0 10850 89256
0 11533 97056
1 10960 97146
1 11579 82049
1 990 85905
0 14819 82756
1 15597 81749
0 11494 89683
0 14504 87948
0 4433 92783
0 17994 98698
1 13838 93061
0 409 96461
0 19013 86264
0 14034 90138
0 13525 85468
1 14013 83031
1 5999 84102
0 17679 94183
1 4572 83636
0 6866 95720
0 4594 94626
0 10127 93891
1 298 94474
1 16251 85179
1 18482 80390
0 2969 99280
0 303 93460
0 11806 80615
0 3010 99588
1 10163 96522
1 5871 86494
0 9631 99840
0 9427 94822
0 586 89496
1 3952 82402
0 8820 95970
0 9439 90464
0 173 81794
1 1978 92105
0 13636 95564
0 8157 91791
0 5116 83873
0 1118 97773
0 10216 84520
0 16840 99932
0 7338 81195
1 11194 99518
0 3811 85577
0 13244 83320
1 6031 80910
0 5882 87549
0 3559 86953
1 3271 90483
0 18743 87827
0 19643 98339
0 8591 99848
1 17632 91216
1 15265 94763
0 4931 88700
0 5242 83478
0 3106 88772
1 15684 82787
1 15932 84923
0 16120 82329
0 2286 81725
0 14872 88083
1 15205 83678
0 19682 90792
0 13724 98104
0 2706 95492
0 17107 88968
0 18447 81230
0 8858 86408
0 18891 91361
0 14425 89923
0 3016 89373
0 18565 84744
0 12568 94480
1 2573 94954
0 16034 80669
1 6526 87279
1 7027 92411
0 18913 96083
1 16310 82458
0 19342 81152
0 12963 96655
0 4523 93055
1 18400 80305
0 6210 92629
0 10421 98707
0 19634 92420
0 14095 99907
0 6789 93245
0 18643 98228
0 5115 93554
0 8434 93811
0 3230 88757
0 9841 88833
1 2585 94503
0 3998 93807
0 10974 87931
1 2906 95171
0 18642 99515
0 12909 80637
1 5391 80675
0 17105 96102
0 11996 95289
0 4855 80622
0 15037 87442
0 9990 89362
0 4758 81825
0 11513 92263
1 18453 82277
0 2516 91950
1 13998 84387
0 17953 95108
0 1873 99120
0 18969 90315
0 13337 87291
0 12579 85353
0 12471 81008
1 706 87452
1 9424 97272
1 8459 92433
0 6156 80667
0 7926 93417
0 18518 89400
0 18395 96547
0 15199 98575
0 3874 83092
1 1239 84074
0 14674 89616
0 12193 87046
1 4924 98672
0 2882 80798
0 15536 98301
0 15977 88133
0 12391 84169
1 19023 94788
0 19922 84276
0 1064 81425
1 15855 96462
0 15042 93065
0 12103 99371
1 3523 83518
0 503 92157
0 10056 84250
0 2755 82547
0 12385 87970
0 1015 84551
0 2262 98754
0 292 88813
0 5895 85998
1 5708 82145
0 5534 91653
0 9462 93033
0 390 84636
0 13023 96129
0 11856 84142
0 6359 83242
1 11956 96249
1 1520 90292
0 15282 81926
1 3439 88470
0 16362 88157
0 5749 94092
0 9098 82614
0 14975 99098
0 16816 83295
0 2763 97438
0 15617 88319
0 8605 89917
0 19435 96007
0 15549 81282
1 3164 84455
1 9762 93380
0 6787 82186
0 14493 90724
0 6062 90209
0 17690 95046
0 14840 88512
0 7651 89664
0 14143 89183
0 3005 91009
0 3901 91392
0 10594 91120
0 3851 81990
0 1581 85926
0 6479 85927
0 13477 95551
0 10127 90012
1 2395 82743
0 13038 98481
0 19742 99512
1 11626 80011
0 8315 88335
1 10485 85853
0 8152 90672
1 5512 93238
1 17198 94716
1 15717 98001
0 4407 83294
1 17077 94201
0 14532 89940
0 9084 85778
0 13389 94166
1 7173 87869
0 1747 93932
0 6769 91760
0 10 84204
1 3724 85732
0 12156 81733
0 2489 88426
1 11 88139
0 13647 86138
1 18913 84108
0 6220 88405
0 12078 89980
1 14414 87408
0 15427 80948
0 1024 96368
0 16821 92152
0 4044 96666
0 14476 90497
0 676 95092
0 4274 98965
1 6107 89649
1 15218 95732
1 15833 95490
0 7736 84082
0 13482 92537
1 13965 84002
1 7837 97855
0 15100 84271
0 16889 84788
0 3357 89401
0 11761 93016
0 12479 93046
1 794 97910
0 18347 97817
0 6353 87069
1 11107 96902
0 12000 81543
0 10554 95856
0 16381 80187
0 7127 88606
1 1814 89489
0 3841 81091
0 14131 97946
0 8683 96573
1 2638 95641
0 10787 83603
1 7977 88641
0 3722 80204
0 18908 83241
0 13969 88187
0 6020 80690
1 7929 91300
0 960 87991
0 14310 89527
0 13862 95416
0 13874 85820
0 13775 85100
0 7683 94277
0 11496 83364
0 11920 91111
0 15969 87232
0 19609 86622
1 16225 83753
1 1122 88187
0 3653 84319
0 3662 80067
0 19483 87273
0 10687 84980
0 13912 80704
1 9995 91996
0 9543 81814
1 8308 99832
0 9554 84664
1 7941 97682
1 17616 86135
1 7151 83146
0 9503 98176
1 14579 89873
0 4828 83320
0 16818 97833
0 541 92211
0 17052 83062
1 12717 94252
0 16612 84204
1 5165 80371
0 8368 87748
0 13494 92590
1 5285 94742
0 7221 97864
1 14155 92071
0 13460 96587
0 710 89872
0 10557 93742
1 6007 95768
0 4683 91312
1 8955 80731
0 17000 86752
0 10408 95025
1 19492 97464
0 830 86153
0 2960 85635
1 1744 85236
0 5722 86930
0 11724 91744
1 7503 97854
0 13065 81889
1 3493 98871
0 18702 93938
1 12423 86606
1 15208 95932
0 16026 94446
1 5294 95935
0 9592 84356
0 13370 84843
1 6437 81485
0 7319 87351
0 305 95108
0 13781 83981
0 18616 88755
1 17764 99392
0 12986 84020
0 17614 96511
0 11979 96620
1 4904 97974
0 9875 92293
1 10008 93213
1 6829 81317
0 15359 89133
0 5763 81376
0 6018 91942
1 3667 97383
0 253 96560
0 9370 97027
0 9428 90134
1 15508 80811
0 19261 83266
1 12847 91473
1 5327 84455
0 12107 97530
1 12878 98562
0 18180 91244
0 7420 91228
0 14535 98190
0 16172 95794
0 19403 82109
0 18341 83795
0 2604 93473
0 5509 82909
1 10347 88346
1 7601 94680
0 12472 92903
0 8360 98725
1 6137 80056
0 8379 93306
0 12726 90791
1 10241 93980
0 7105 89954
0 19182 92650
1 15831 84340
1 12723 89772
0 18696 83670
0 11645 81867
0 7959 98041
0 11714 95032
0 13154 96986
0 7466 89132
0 19907 97415
1 16757 86760
0 12608 87056
0 9776 88556
0 13761 97277
0 18912 83067
1 1017 94696
1 19955 90777
0 11878 96551
0 2568 87631
0 17387 98603
0 3545 89321
1 16953 86147
0 6514 83635
0 12247 89601
0 15521 82416
1 2971 81944
1 18470 90086
0 17607 90705
1 6945 93469
1 16989 95442
0 13625 82462
1 8443 84857
1 1599 88619
0 6974 86956
0 4088 96616
0 19291 95769
1 16041 80572
1 15626 88386
0 16326 85331
1 16050 85478
0 15865 92667
0 3309 91752
1 19892 86441
0 6395 85927
0 7054 84766
1 7299 98821
0 10588 96987
1 17873 86156
1 15704 83134
1 5067 85769
0 11324 96464
0 10542 90689
1 9783 84717
1 8317 97725
1 3816 96527
1 11472 95292
1 8467 82005
0 11518 85135
0 9535 97660
1 6484 94106
1 5863 84803
0 4418 86542
1 8171 86520
0 1683 83142
0 18677 97369
1 14700 88015
1 14279 83998
0 9147 92645
0 6075 83759
1 17795 90006
0 267 97686
0 15663 80401
0 12412 82008
1 16912 91838
0 15174 99699
0 9532 91258
0 19462 96189
1 18302 83922
0 19619 95507
0 8785 83859
1 5894 96651
1 1171 97296
0 4660 98988
0 8742 92434
0 9534 91549
1 7324 89294
0 6751 93897
0 5435 86293
0 6953 95958
0 734 88995
1 12464 84260
1 9235 93790
1 12867 88429
1 4139 82927
0 18473 82786
1 6412 80248
1 11121 91543
1 8566 96504
0 7321 92393
0 12759 97434
0 9506 88254
0 9620 82403
0 18324 95556
0 1468 90258
0 4899 89002
0 18942 88129
0 6084 90671
0 7781 82079
1 16121 80276
0 8449 82704
0 5865 89723
0 4846 93081
1 5759 85216
0 17136 99530
0 14599 87189
0 14139 96219
1 19880 87847
0 2705 86543
1 15924 82518
0 3146 99828
0 5686 91713
0 16181 83961
1 11127 98278
1 3331 91691
1 2749 98800
0 8961 93992
0 11406 81082
0 11645 93421
1 10137 87748
0 16794 96422
0 4305 99587
1 1562 85710
1 7237 90050
0 11870 84729
0 9743 89332
1 18365 82322
0 6224 88832
0 5690 93926
1 7824 82402
0 15877 90154
0 18556 98512
0 9038 96672
1 13421 81560
1 2974 84824
0 3413 93236
0 8975 93600
0 17816 96708
0 4826 89727
0 5154 94971
1 12919 90669
0 2246 88092
0 14016 97750
0 3262 88709
1 8828 91569
1 17572 95482
1 16810 99605
1 19056 90870
0 15107 94073
1 17346 81137
0 3451 91415
0 8103 87425
1 8280 96285
0 2285 82534
0 4640 87812
0 15640 98064
0 5635 95704
0 16544 93813
0 18469 95661
1 16358 94409
0 18596 86961
0 14161 96577
0 19889 98526
0 10598 82881
0 7170 84744
0 11784 84589
1 14671 86023
1 14358 96166
1 2209 96060
0 6026 81220
0 15444 93775
0 7934 93771
0 2959 82606
1 2713 89955
0 798 87948
0 16116 94805
0 16588 93473
1 12688 80570
1 6118 94755
1 19455 88132
1 7840 92456
0 19171 93822
0 8126 83421
1 9463 88333
1 19252 82922
0 6273 91454
0 15033 90201
0 1361 80987
1 5414 91191
0 10013 90406
0 6776 84126
0 11474 81495
0 4804 90064
1 15305 86772
0 18845 96139
1 1356 85026
1 14986 86213
1 6839 99285
0 8584 91053
0 10288 88467
1 13291 99556
0 13144 85778
1 7229 89214
1 5243 86123
0 19548 92178
1 10926 90317
0 1114 96034
0 13943 90468
0 9169 96463
1 13298 93850
0 17009 80298
1 5995 82751
0 2587 99691
1 19645 91899
0 16436 91865
0 15871 88878
1 19293 98115
0 12003 83421
1 14367 86038
0 7702 84118
0 12627 84100
0 18214 96664
0 15327 93380
1 3129 84576
0 17528 84957
1 8897 98213
0 13655 91659
1 1138 95365
0 19905 99272
0 16677 91771
0 2921 91818
0 9513 81599
0 15050 96398
1 12575 83542
1 10954 99993
1 6580 86288
1 5517 84428
0 16920 90072
1 3143 94890
0 417 96571
0 6293 98839
0 13119 84677
1 866 89840
0 14951 91570
1 10225 99269
0 4206 99512
0 3290 81607
1 1126 82459
0 5103 85173
0 6413 86950
0 6516 93518
1 8305 87106
1 13006 92580
1 19367 81320
1 13818 88175
1 11964 88965
0 17803 83532
0 18521 93129
1 9136 80083
0 14674 90554
1 10313 84954
0 13987 82672
0 180 91996
1 18008 95158
0 8824 96774
0 1063 85826
1 781 80178
0 16516 92865
1 19588 82022
0 601 87064
1 1956 93826
0 6825 82393
0 9111 97757
0 13933 90653
1 3736 99109
0 6105 94743
0 9595 89495
1 18914 82277
0 8656 81349
0 7815 95048
0 4106 88188
0 1720 96204
0 18886 82240
0 1618 91338
1 18804 94351
0 17590 85561
0 2940 95053
0 3340 94921
1 5589 87731
1 14667 93005
0 3042 86936
0 13652 80272
0 15692 98275
1 19049 88010
0 19323 98050
1 11802 93555
0 4245 84661
0 2407 91210
0 6852 96341
0 10865 93419
1 7159 89581
0 19080 83620
0 7794 89024
1 17852 83472
0 5710 87211
0 13224 93923
0 3649 92860
0 3024 89117
1 13240 83147
0 8651 99903
0 16206 92910
0 4806 89979
0 383 97241
0 12608 93963
0 6544 84855
1 7485 87953
0 17555 83408
0 4753 96909
0 19918 95845
0 7965 89610
1 16026 82118
0 7735 84818
0 1166 82954
0 13451 97653
1 6846 91574
1 18159 86195
0 3637 97082
1 14281 87061
0 13130 93806
0 3262 91398
1 10227 96413
1 9691 98211
0 4529 89467
1 5859 80840
0 3608 96546
0 18279 91346
1 4731 83092
0 18883 91599
1 3067 84979
0 4353 82277
0 13572 88996
1 2567 81074
1 12081 94322
0 7737 91705
0 2762 94935
0 915 93393
0 8879 81923
1 751 85939
1 2084 95375
0 19669 91423
0 13124 93998
0 17871 84468
1 503 93633
1 4737 86420
0 11588 86923
1 18815 86070
0 18593 80504
0 1263 85648
0 16817 81236
1 8564 99268
0 19134 96357
0 17515 91753
0 13078 98965
0 2344 83563
0 1883 87151
0 1638 98305
0 12525 83596
0 5473 88910
1 4934 85025
0 1635 98617
0 1132 93386
1 19539 84082
0 13006 89235
0 2756 80649
0 6139 92626
1 11899 97448
1 16981 90615
0 4447 81521
0 9801 83998
0 2547 83698
1 17904 87048
0 6452 89421
0 696 87783
1 18638 91016
1 524 85218
0 4252 89199
0 19050 93688
0 19812 85887
0 13482 97889
1 1057 91700
1 13214 85951
0 17595 91367
1 8785 91496
1 15490 99989
1 18891 81502
0 9621 86923
0 14661 89808
0 14496 88710
0 10604 99608
0 7935 83758
1 2441 85464
0 2664 91723
0 7651 92092
0 16116 84436
0 9907 83322
1 2214 94307
1 7743 91957
0 1084 93812
0 3070 82742
0 17619 80772
0 12896 81264
0 3682 90918
0 16647 95296
0 9755 83950
1 884 83049
0 18545 87083
1 13860 87667
0 8577 94140
0 9458 96546
0 9945 86103
0 12124 98130
0 6051 93431
1 14071 95154
0 3813 83366
1 16188 95807
0 8125 87795
0 9976 95783
0 5351 86662
1 8646 94242
1 2584 84154
1 14138 92799
0 1518 92265
0 2399 99681
0 2497 86674
0 19908 86557
0 446 93959
0 15299 86998
0 10055 86410
0 9940 98346
0 2201 80716
0 14773 89465
1 19817 96040
1 19473 89553
1 2398 89642
1 13599 82388
1 8185 96804
1 16904 87124
1 11172 83481
0 12409 95303
1 10557 96839
0 16126 93963
1 2563 98692
1 8356 96838
1 14131 84787
1 7790 97760
0 17898 85599
0 16548 84256
0 18691 85298
0 12174 82349
0 3072 86916
1 10797 99188
0 18154 88164
0 1324 82538
0 116 96174
0 11176 86268
0 7839 88214
0 13917 85188
0 6101 83038
1 2001 83189
1 9327 97525
1 13956 85734
0 1691 93723
0 2314 94570
1 14742 84837
0 2328 92823
0 12962 93051
0 16426 96450
1 17715 81460
0 5806 88184
0 18302 98899
0 6436 85561
0 17681 83253
0 15027 86344
0 14885 86852
0 1846 98667
0 13818 93488
1 8566 99099
1 15678 85010
0 9052 83529
0 12341 96128
0 7893 82796
0 10251 99713
1 17185 84792
1 2304 89766
0 12873 85124
0 13052 82644
0 7808 94760
0 14943 86599
0 10598 81511
0 500 80918
0 5239 83123
1 5428 88351
0 18199 94395
1 8018 94823
0 14766 99758
1 4418 81016
1 12438 80046
0 3449 90387
0 8482 92292
1 14268 95179
0 8036 82588
0 6893 98492
0 7274 91581
0 10705 83487
0 251 84950
0 7583 92726
1 3234 89827
1 1528 97305
0 6898 81887
1 8811 83393
0 19264 90455
1 17241 85435
0 4571 88095
0 5936 92809
0 9135 97715
1 931 98622
1 6720 86195
1 4043 99436
1 41 97859
1 16981 83403
1 10933 93798
0 5633 81798
1 17581 81166
0 11391 96376
0 4650 82704
0 3697 90749
1 10428 92404
1 12532 85342
1 11598 87114
1 3115 99890
0 2423 83454
0 10145 80839
0 16542 92755
0 353 99499
0 16246 99200
1 17792 96572
0 2706 90980
0 11503 87979
0 10361 87048
0 12013 80645
0 10617 83670
0 13651 85332
0 2548 96021
1 12694 97982
0 1419 83078
0 10366 90696
0 12096 88673
0 9168 93492
0 8906 89752
0 11209 92429
0 15329 82458
0 7042 80301
0 10655 82390
1 7654 86144
0 4900 81713
0 18754 94763
1 16121 92825
0 14295 93764
0 13559 85517
0 17944 98055
0 935 93337
0 4120 98573
1 7998 85592
0 19061 90199
1 12675 86815
0 2476 82993
0 5249 94011
1 4351 88277
0 1181 81707
1 1937 97435
0 18350 81036
1 4294 82918
0 2698 89443
0 9852 86137
0 11206 82011
0 372 82031
1 13834 87727
0 3939 95429
0 5598 90717
1 7328 83521
1 9585 89932
0 1008 91500
0 19044 90957
0 3809 83526
0 6753 82204
1 12410 99525
0 11602 86031
1 12762 95810
0 15218 83426
0 13767 89985
0 4733 96304
0 15975 98080
1 4157 90952
0 9279 85188
0 16437 80342
0 3528 99715
1 1102 84772
0 13022 88710
1 4041 92875
0 3699 84799
0 3638 95553
0 1372 91104
1 8353 89873
0 10399 97916
0 13579 92569
0 9476 92980
0 4003 87475
0 18612 86884
0 4653 87171
0 14575 80439
0 6633 94547
1 6885 80180
0 283 88958
0 16584 92128
0 14162 93365
0 5640 86491
0 8388 84604
0 3985 84968
1 18573 89697
0 12266 97431
1 3972 96035
1 19665 98690
1 633 97991
0 8371 81060
0 18845 89682
0 2071 83652
0 700 83372
0 8 91773
1 18518 83717
0 18129 84008
0 11212 89377
0 3835 86156
0 17182 98055
0 14802 81130
0 18327 88193
0 18178 98835
0 15067 90619
1 16549 84430
0 2484 98731
0 10012 98757
1 3961 83056
1 16950 89623
1 12164 82030
0 16152 86549
1 14707 92445
0 13308 89851
0 438 90244
0 14008 88165
0 12759 93998
1 7375 84857
0 1793 80928
0 12804 87722
