a0 a
b000202 a00010112
b000202 a00011000
b000202 a00011010
b000202 a00011011
b000202 a00011020
b000202 a00011021
b000202 a00011100
b000202 a00011200
b000202 a00011210
b000202 a00011211
b000202 a00011220
b000202 a00011221
b000202 a00012000
b000202 a00012100
b000202 a00012101
b000202 a00012102
b000202 a00012110
b000202 a00020000
b000202 a00020001
b000202 a00020010
b000202 a00021000
b000202 a00021001
b000202 a00021002
b000202 a00021010
b000202 a00021011
b000202 a00021020
b000202 a00021100
b000202 a00021101
b010000 b010001
b010000 b010010
b010000 b010011
b010000 b010100
b010000 b010101
b010000 b010102
b010000 c000000
b010000 c000001
b010000 c000010
b010000 c001000
b010000 c001001
b010000 c001002
b010000 c001100
b010000 c001110
b010000 a0000000
b010000 a0000010
b010000 a0000011
b010000 a0000100
b010000 a0000101
b010000 a0000102
b010000 a0000110
b010000 a0000111
b010000 a0000112
b010000 a0000200
b010000 a0000210
b010000 a0000211
b010000 a0001000
b010000 a0001001
b010000 a0001010
b010000 a0001011
b010000 a0001100
b010000 a0001101
b010000 a0001102
b010000 a0001110
b010000 a0001120
b010000 a0001121
b010000 a0001122
b010000 a0001200
b010000 a0001210
b010000 a0001211
b010000 a0002000
b010000 a0002001
b010000 a0002100
b010000 a0002101
b010000 a0002102
b010000 a0002110
b010000 a0002111
b010000 a0010000
b010000 a0010010
b010000 a0010020
b010000 a0010100
b010000 a0010101
b010000 a0010110
b010000 a0010111
b010000 a0010200
b010000 a0011000
b010000 a0011100
b010000 a0011110
b010000 a0011111
b010000 a0011200
b010000 a0011210
b010000 a0011211
b010000 a0011220
b010000 a0011221
b010000 a0011222
b010000 a0020000
b010000 a0020010
b010000 a0020011
b010000 a0020020
b010000 a0020021
b010000 a0020022
b010000 a0021000
b010000 a0021010
b010000 a0100000
b010000 a0100001
b010000 a0110000
b010000 a0110010
b010000 a0110011
b010000 a0110020
b010000 b0000000
b010000 b0000001
b010000 b0000010
b010000 b0000011
b010000 b0000012
b010000 b0000100
b010000 b0000110
b010000 b0000111
b010000 b0000112
b010000 b0001000
b010000 b0001001
b010000 b0001002
b010000 b0001010
b010000 b0001020
b010000 b0002000
b010000 b0002001
b010000 b0002010
b010000 b0002020
b010000 b0002021
b010000 b0100000
b010000 b0100001
b010000 b0100010
b010000 b0100100
b010000 b0100101
b010000 b0100110
b010000 b0101000
b010000 b0101001
b010000 b0101002
b010000 b0101010
b010000 b0101011
b010000 b0101012
b010000 b0101020
b010000 b0101021
b010000 c0000000
b010000 c0000001
b010000 c0000002
b010000 c0000010
b010000 c0000011
b010000 c0000100
b010000 c0000101
b010000 c0010000
b010000 c0010001
b010000 c0010010
b010000 c0010020
b010000 c0010021
b010000 c0011000
b010000 c0011001
b010000 c0011002
b010000 c0011100
b010000 a00000000
b010000 a00000001
b010000 a00000002
b010000 a00000100
b010000 a00000110
b010000 a00000111
b010000 a00001000
b010000 a00001010
b010000 a00001011
b010000 a00001020
b010000 a00001021
b010000 a00001022
b010000 a00001100
b010000 a00001101
b010000 a00001110
b010000 a00001120
b010000 a00001121
b010000 a00001122
b010000 a00002000
b010000 a00002001
b010000 a00002100
b010000 a00002110
b010000 a00010000
b010000 a00010001
b010000 a00010010
b010000 a00010011
b010000 a00010100
b010000 a00010110
b010000 a00010111
b010000 a00010112
b010000 a00011000
b010000 a00011010
b010000 a00011011
b010000 a00011020
b010000 a00011021
b010000 a00011100
b010000 a00011200
b010000 a00011210
b010000 a00011211
b010000 a00011220
b010000 a00011221
b010000 a00012000
b010000 a00012100
b010000 a00012101
b010000 a00012102
b010000 a00012110
b010000 a00020000
b010000 a00020001
b010000 a00020010
b010000 a00021000
b010000 a00021001
b010000 a00021002
b010000 a00021010
b010000 a00021011
b010000 a00021020
b010000 a00021100
b010000 a00021101
b010001 b010010
b010001 b010011
b010001 b010100
b010001 b010101
b010001 b010102
b010001 c000000
b010001 c000001
b010001 c000010
b010001 c001000
b010001 c001001
b010001 c001002
b010001 c001100
b010001 c001110
b010001 a0000000
b010001 a0000010
b010001 a0000011
b010001 a0000100
b010001 a0000101
b010001 a0000102
b010001 a0000110
b010001 a0000111
b010001 a0000112
b010001 a0000200
b010001 a0000210
b010001 a0000211
b010001 a0001000
b010001 a0001001
b010001 a0001010
b010001 a0001011
b010001 a0001100
b010001 a0001101
b010001 a0001102
b010001 a0001110
b010001 a0001120
b010001 a0001121
b010001 a0001122
b010001 a0001200
b010001 a0001210
b010001 a0001211
b010001 a0002000
b010001 a0002001
b010001 a0002100
b010001 a0002101
b010001 a0002102
b010001 a0002110
b010001 a0002111
b010001 a0010000
b010001 a0010010
b010001 a0010020
b010001 a0010100
b010001 a0010101
b010001 a0010110
b010001 a0010111
b010001 a0010200
b010001 a0011000
b010001 a0011100
b010001 a0011110
b010001 a0011111
b010001 a0011200
b010001 a0011210
b010001 a0011211
b010001 a0011220
b010001 a0011221
b010001 a0011222
b010001 a0020000
b010001 a0020010
b010001 a0020011
b010001 a0020020
b010001 a0020021
b010001 a0020022
b010001 a0021000
b010001 a0021010
b010001 a0100000
b010001 a0100001
b010001 a0110000
b010001 a0110010
b010001 a0110011
b010001 a0110020
b010001 b0000000
b010001 b0000001
b010001 b0000010
b010001 b0000011
b010001 b0000012
b010001 b0000100
b010001 b0000110
b010001 b0000111
b010001 b0000112
b010001 b0001000
b010001 b0001001
b010001 b0001002
b010001 b0001010
b010001 b0001020
b010001 b0002000
b010001 b0002001
b010001 b0002010
b010001 b0002020
b010001 b0002021
b010001 b0100000
b010001 b0100001
b010001 b0100010
b010001 b0100100
b010001 b0100101
b010001 b0100110
b010001 b0101000
b010001 b0101001
b010001 b0101002
b010001 b0101010
b010001 b0101011
b010001 b0101012
b010001 b0101020
b010001 b0101021
b010001 c0000000
b010001 c0000001
b010001 c0000002
b010001 c0000010
b010001 c0000011
b010001 c0000100
b010001 c0000101
b010001 c0010000
b010001 c0010001
b010001 c0010010
b010001 c0010020
b010001 c0010021
b010001 c0011000
b010001 c0011001
b010001 c0011002
b010001 c0011100
b010001 a00000000
b010001 a00000001
b010001 a00000002
b010001 a00000100
b010001 a00000110
b010001 a00000111
b010001 a00001000
b010001 a00001010
b010001 a00001011
b010001 a00001020
b010001 a00001021
b010001 a00001022
b010001 a00001100
b010001 a00001101
b010001 a00001110
b010001 a00001120
b010001 a00001121
b010001 a00001122
b010001 a00002000
b010001 a00002001
b010001 a00002100
b010001 a00002110
b010001 a00010000
b010001 a00010001
b010001 a00010010
b010001 a00010011
b010001 a00010100
b010001 a00010110
b010001 a00010111
b010001 a00010112
b010001 a00011000
b010001 a00011010
b010001 a00011011
b010001 a00011020
b010001 a00011021
b010001 a00011100
b010001 a00011200
b010001 a00011210
b010001 a00011211
b010001 a00011220
b010001 a00011221
b010001 a00012000
b010001 a00012100
b010001 a00012101
b010001 a00012102
b010001 a00012110
b010001 a00020000
b010001 a00020001
b010001 a00020010
b010001 a00021000
b010001 a00021001
b010001 a00021002
b010001 a00021010
b010001 a00021011
b010001 a00021020
b010001 a00021100
b010001 a00021101
b010010 b010011
b010010 b010100
b010010 b010101
b010010 b010102
b010010 c000000
b010010 c000001
b010010 c000010
b010010 c001000
b010010 c001001
b010010 c001002
b010010 c001100
b010010 c001110
b010010 a0000000
b010010 a0000010
b010010 a0000011
b010010 a0000100
b010010 a0000101
b010010 a0000102
b010010 a0000110
b010010 a0000111
b010010 a0000112
b010010 a0000200
b010010 a0000210
b010010 a0000211
b010010 a0001000
b010010 a0001001
b010010 a0001010
b010010 a0001011
b010010 a0001100
b010010 a0001101
b010010 a0001102
b010010 a0001110
b010010 a0001120
b010010 a0001121
b010010 a0001122
b010010 a0001200
b010010 a0001210
b010010 a0001211
b010010 a0002000
b010010 a0002001
b010010 a0002100
b010010 a0002101
b010010 a0002102
b010010 a0002110
b010010 a0002111
b010010 a0010000
b010010 a0010010
b010010 a0010020
b010010 a0010100
b010010 a0010101
b010010 a0010110
b010010 a0010111
b010010 a0010200
b010010 a0011000
b010010 a0011100
b010010 a0011110
b010010 a0011111
b010010 a0011200
b010010 a0011210
b010010 a0011211
b010010 a0011220
b010010 a0011221
b010010 a0011222
b010010 a0020000
b010010 a0020010
b010010 a0020011
b010010 a0020020
b010010 a0020021
b010010 a0020022
b010010 a0021000
b010010 a0021010
b010010 a0100000
b010010 a0100001
b010010 a0110000
b010010 a0110010
b010010 a0110011
b010010 a0110020
b010010 b0000000
b010010 b0000001
b010010 b0000010
b010010 b0000011
b010010 b0000012
b010010 b0000100
b010010 b0000110
b010010 b0000111
b010010 b0000112
b010010 b0001000
b010010 b0001001
b010010 b0001002
b010010 b0001010
b010010 b0001020
b010010 b0002000
b010010 b0002001
b010010 b0002010
b010010 b0002020
b010010 b0002021
b010010 b0100000
b010010 b0100001
b010010 b0100010
b010010 b0100100
b010010 b0100101
b010010 b0100110
b010010 b0101000
b010010 b0101001
b010010 b0101002
b010010 b0101010
b010010 b0101011
b010010 b0101012
b010010 b0101020
b010010 b0101021
b010010 c0000000
b010010 c0000001
b010010 c0000002
b010010 c0000010
b010010 c0000011
b010010 c0000100
b010010 c0000101
b010010 c0010000
b010010 c0010001
b010010 c0010010
b010010 c0010020
b010010 c0010021
b010010 c0011000
b010010 c0011001
b010010 c0011002
b010010 c0011100
b010010 a00000000
b010010 a00000001
b010010 a00000002
b010010 a00000100
b010010 a00000110
b010010 a00000111
b010010 a00001000
b010010 a00001010
b010010 a00001011
b010010 a00001020
b010010 a00001021
b010010 a00001022
b010010 a00001100
b010010 a00001101
b010010 a00001110
b010010 a00001120
b010010 a00001121
b010010 a00001122
b010010 a00002000
b010010 a00002001
b010010 a00002100
b010010 a00002110
b010010 a00010000
b010010 a00010001
b010010 a00010010
b010010 a00010011
b010010 a00010100
b010010 a00010110
b010010 a00010111
b010010 a00010112
b010010 a00011000
b010010 a00011010
b010010 a00011011
b010010 a00011020
b010010 a00011021
b010010 a00011100
b010010 a00011200
b010010 a00011210
b010010 a00011211
b010010 a00011220
b010010 a00011221
b010010 a00012000
b010010 a00012100
b010010 a00012101
b010010 a00012102
b010010 a00012110
b010010 a00020000
b010010 a00020001
b010010 a00020010
b010010 a00021000
b010010 a00021001
b010010 a00021002
b010010 a00021010
b010010 a00021011
b010010 a00021020
b010010 a00021100
b010010 a00021101
b010011 b010100
b010011 b010101
b010011 b010102
b010011 c000000
b010011 c000001
b010011 c000010
b010011 c001000
b010011 c001001
b010011 c001002
b010011 c001100
b010011 c001110
b010011 a0000000
b010011 a0000010
b010011 a0000011
b010011 a0000100
b010011 a0000101
b010011 a0000102
b010011 a0000110
b010011 a0000111
b010011 a0000112
b010011 a0000200
b010011 a0000210
b010011 a0000211
b010011 a0001000
b010011 a0001001
b010011 a0001010
b010011 a0001011
b010011 a0001100
b010011 a0001101
b010011 a0001102
b010011 a0001110
b010011 a0001120
b010011 a0001121
b010011 a0001122
b010011 a0001200
b010011 a0001210
b010011 a0001211
b010011 a0002000
b010011 a0002001
b010011 a0002100
b010011 a0002101
b010011 a0002102
b010011 a0002110
b010011 a0002111
b010011 a0010000
b010011 a0010010
b010011 a0010020
b010011 a0010100
b010011 a0010101
b010011 a0010110
b010011 a0010111
b010011 a0010200
b010011 a0011000
b010011 a0011100
b010011 a0011110
b010011 a0011111
b010011 a0011200
b010011 a0011210
b010011 a0011211
b010011 a0011220
b010011 a0011221
b010011 a0011222
b010011 a0020000
b010011 a0020010
b010011 a0020011
b010011 a0020020
b010011 a0020021
b010011 a0020022
b010011 a0021000
b010011 a0021010
b010011 a0100000
b010011 a0100001
b010011 a0110000
b010011 a0110010
b010011 a0110011
b010011 a0110020
b010011 b0000000
b010011 b0000001
b010011 b0000010
b010011 b0000011
b010011 b0000012
b010011 b0000100
b010011 b0000110
b010011 b0000111
b010011 b0000112
b010011 b0001000
b010011 b0001001
b010011 b0001002
b010011 b0001010
b010011 b0001020
b010011 b0002000
b010011 b0002001
b010011 b0002010
b010011 b0002020
b010011 b0002021
b010011 b0100000
b010011 b0100001
b010011 b0100010
b010011 b0100100
b010011 b0100101
b010011 b0100110
b010011 b0101000
b010011 b0101001
b010011 b0101002
b010011 b0101010
b010011 b0101011
b010011 b0101012
b010011 b0101020
b010011 b0101021
b010011 c0000000
b010011 c0000001
b010011 c0000002
b010011 c0000010
b010011 c0000011
b010011 c0000100
b010011 c0000101
b010011 c0010000
b010011 c0010001
b010011 c0010010
b010011 c0010020
b010011 c0010021
b010011 c0011000
b010011 c0011001
b010011 c0011002
b010011 c0011100
b010011 a00000000
b010011 a00000001
b010011 a00000002
b010011 a00000100
b010011 a00000110
b010011 a00000111
b010011 a00001000
b010011 a00001010
b010011 a00001011
b010011 a00001020
b010011 a00001021
b010011 a00001022
b010011 a00001100
b010011 a00001101
b010011 a00001110
b010011 a00001120
b010011 a00001121
b010011 a00001122
b010011 a00002000
b010011 a00002001
b010011 a00002100
b010011 a00002110
b010011 a00010000
b010011 a00010001
b010011 a00010010
b010011 a00010011
b010011 a00010100
b010011 a00010110
b010011 a00010111
b010011 a00010112
b010011 a00011000
b010011 a00011010
b010011 a00011011
b010011 a00011020
b010011 a00011021
b010011 a00011100
b010011 a00011200
b010011 a00011210
b010011 a00011211
b010011 a00011220
b010011 a00011221
b010011 a00012000
b010011 a00012100
b010011 a00012101
b010011 a00012102
b010011 a00012110
b010011 a00020000
b010011 a00020001
b010011 a00020010
b010011 a00021000
b010011 a00021001
b010011 a00021002
b010011 a00021010
b010011 a00021011
b010011 a00021020
b010011 a00021100
b010011 a00021101
b010100 b010101
b010100 b010102
b010100 c000000
b010100 c000001
b010100 c000010
b010100 c001000
b010100 c001001
b010100 c001002
b010100 c001100
b010100 c001110
b010100 a0000000
b010100 a0000010
b010100 a0000011
b010100 a0000100
b010100 a0000101
b010100 a0000102
b010100 a0000110
b010100 a0000111
b010100 a0000112
b010100 a0000200
b010100 a0000210
b010100 a0000211
b010100 a0001000
b010100 a0001001
b010100 a0001010
b010100 a0001011
b010100 a0001100
b010100 a0001101
b010100 a0001102
b010100 a0001110
b010100 a0001120
b010100 a0001121
b010100 a0001122
b010100 a0001200
b010100 a0001210
b010100 a0001211
b010100 a0002000
b010100 a0002001
b010100 a0002100
b010100 a0002101
b010100 a0002102
b010100 a0002110
b010100 a0002111
b010100 a0010000
b010100 a0010010
b010100 a0010020
b010100 a0010100
b010100 a0010101
b010100 a0010110
b010100 a0010111
b010100 a0010200
b010100 a0011000
b010100 a0011100
b010100 a0011110
b010100 a0011111
b010100 a0011200
b010100 a0011210
b010100 a0011211
b010100 a0011220
b010100 a0011221
b010100 a0011222
b010100 a0020000
b010100 a0020010
b010100 a0020011
b010100 a0020020
b010100 a0020021
b010100 a0020022
b010100 a0021000
b010100 a0021010
b010100 a0100000
b010100 a0100001
b010100 a0110000
b010100 a0110010
b010100 a0110011
b010100 a0110020
b010100 b0000000
b010100 b0000001
b010100 b0000010
b010100 b0000011
b010100 b0000012
b010100 b0000100
b010100 b0000110
b010100 b0000111
b010100 b0000112
b010100 b0001000
b010100 b0001001
b010100 b0001002
b010100 b0001010
b010100 b0001020
b010100 b0002000
b010100 b0002001
b010100 b0002010
b010100 b0002020
b010100 b0002021
b010100 b0100000
b010100 b0100001
b010100 b0100010
b010100 b0100100
b010100 b0100101
b010100 b0100110
b010100 b0101000
b010100 b0101001
b010100 b0101002
b010100 b0101010
b010100 b0101011
b010100 b0101012
b010100 b0101020
b010100 b0101021
b010100 c0000000
b010100 c0000001
b010100 c0000002
b010100 c0000010
b010100 c0000011
b010100 c0000100
b010100 c0000101
b010100 c0010000
b010100 c0010001
b010100 c0010010
b010100 c0010020
b010100 c0010021
b010100 c0011000
b010100 c0011001
b010100 c0011002
b010100 c0011100
b010100 a00000000
b010100 a00000001
b010100 a00000002
b010100 a00000100
b010100 a00000110
b010100 a00000111
b010100 a00001000
b010100 a00001010
b010100 a00001011
b010100 a00001020
b010100 a00001021
b010100 a00001022
b010100 a00001100
b010100 a00001101
b010100 a00001110
b010100 a00001120
b010100 a00001121
b010100 a00001122
b010100 a00002000
b010100 a00002001
b010100 a00002100
b010100 a00002110
b010100 a00010000
b010100 a00010001
b010100 a00010010
b010100 a00010011
b010100 a00010100
b010100 a00010110
b010100 a00010111
b010100 a00010112
b010100 a00011000
b010100 a00011010
b010100 a00011011
b010100 a00011020
b010100 a00011021
b010100 a00011100
b010100 a00011200
b010100 a00011210
b010100 a00011211
b010100 a00011220
b010100 a00011221
b010100 a00012000
b010100 a00012100
b010100 a00012101
b010100 a00012102
b010100 a00012110
b010100 a00020000
b010100 a00020001
b010100 a00020010
b010100 a00021000
b010100 a00021001
b010100 a00021002
b010100 a00021010
b010100 a00021011
b010100 a00021020
b010100 a00021100
b010100 a00021101
b010101 b010102
b010101 c000000
b010101 c000001
b010101 c000010
b010101 c001000
b010101 c001001
b010101 c001002
b010101 c001100
b010101 c001110
b010101 a0000000
b010101 a0000010
b010101 a0000011
b010101 a0000100
b010101 a0000101
b010101 a0000102
b010101 a0000110
b010101 a0000111
b010101 a0000112
b010101 a0000200
b010101 a0000210
b010101 a0000211
b010101 a0001000
b010101 a0001001
b010101 a0001010
b010101 a0001011
b010101 a0001100
b010101 a0001101
b010101 a0001102
b010101 a0001110
b010101 a0001120
b010101 a0001121
b010101 a0001122
b010101 a0001200
b010101 a0001210
b010101 a0001211
b010101 a0002000
b010101 a0002001
b010101 a0002100
b010101 a0002101
b010101 a0002102
b010101 a0002110
b010101 a0002111
b010101 a0010000
b010101 a0010010
b010101 a0010020
b010101 a0010100
b010101 a0010101
b010101 a0010110
b010101 a0010111
b010101 a0010200
b010101 a0011000
b010101 a0011100
b010101 a0011110
b010101 a0011111
b010101 a0011200
b010101 a0011210
b010101 a0011211
b010101 a0011220
b010101 a0011221
b010101 a0011222
b010101 a0020000
b010101 a0020010
b010101 a0020011
b010101 a0020020
b010101 a0020021
b010101 a0020022
b010101 a0021000
b010101 a0021010
b010101 a0100000
b010101 a0100001
b010101 a0110000
b010101 a0110010
b010101 a0110011
b010101 a0110020
b010101 b0000000
b010101 b0000001
b010101 b0000010
b010101 b0000011
b010101 b0000012
b010101 b0000100
b010101 b0000110
b010101 b0000111
b010101 b0000112
b010101 b0001000
b010101 b0001001
b010101 b0001002
b010101 b0001010
b010101 b0001020
b010101 b0002000
b010101 b0002001
b010101 b0002010
b010101 b0002020
b010101 b0002021
b010101 b0100000
b010101 b0100001
b010101 b0100010
b010101 b0100100
b010101 b0100101
b010101 b0100110
b010101 b0101000
b010101 b0101001
b010101 b0101002
b010101 b0101010
b010101 b0101011
b010101 b0101012
b010101 b0101020
b010101 b0101021
b010101 c0000000
b010101 c0000001
b010101 c0000002
b010101 c0000010
b010101 c0000011
b010101 c0000100
b010101 c0000101
b010101 c0010000
b010101 c0010001
b010101 c0010010
b010101 c0010020
b010101 c0010021
b010101 c0011000
b010101 c0011001
b010101 c0011002
b010101 c0011100
b010101 a00000000
b010101 a00000001
b010101 a00000002
b010101 a00000100
b010101 a00000110
b010101 a00000111
b010101 a00001000
b010101 a00001010
b010101 a00001011
b010101 a00001020
b010101 a00001021
b010101 a00001022
b010101 a00001100
b010101 a00001101
b010101 a00001110
b010101 a00001120
b010101 a00001121
b010101 a00001122
b010101 a00002000
b010101 a00002001
b010101 a00002100
b010101 a00002110
b010101 a00010000
b010101 a00010001
b010101 a00010010
b010101 a00010011
b010101 a00010100
b010101 a00010110
b010101 a00010111
b010101 a00010112
b010101 a00011000
b010101 a00011010
b010101 a00011011
b010101 a00011020
b010101 a00011021
b010101 a00011100
b010101 a00011200
b010101 a00011210
b010101 a00011211
b010101 a00011220
b010101 a00011221
b010101 a00012000
b010101 a00012100
b010101 a00012101
b010101 a00012102
b010101 a00012110
b010101 a00020000
b010101 a00020001
b010101 a00020010
b010101 a00021000
b010101 a00021001
b010101 a00021002
b010101 a00021010
b010101 a00021011
b010101 a00021020
b010101 a00021100
b010101 a00021101
b010102 c000000
b010102 c000001
b010102 c000010
b010102 c001000
b010102 c001001
b010102 c001002
b010102 c001100
b010102 c001110
b010102 a0000000
b010102 a0000010
b010102 a0000011
b010102 a0000100
b010102 a0000101
b010102 a0000102
b010102 a0000110
b010102 a0000111
b010102 a0000112
b010102 a0000200
b010102 a0000210
b010102 a0000211
b010102 a0001000
b010102 a0001001
b010102 a0001010
b010102 a0001011
b010102 a0001100
b010102 a0001101
b010102 a0001102
b010102 a0001110
b010102 a0001120
b010102 a0001121
b010102 a0001122
b010102 a0001200
b010102 a0001210
b010102 a0001211
b010102 a0002000
b010102 a0002001
b010102 a0002100
b010102 a0002101
b010102 a0002102
b010102 a0002110
b010102 a0002111
b010102 a0010000
b010102 a0010010
b010102 a0010020
b010102 a0010100
b010102 a0010101
b010102 a0010110
b010102 a0010111
b010102 a0010200
b010102 a0011000
b010102 a0011100
b010102 a0011110
b010102 a0011111
b010102 a0011200
b010102 a0011210
b010102 a0011211
b010102 a0011220
b010102 a0011221
b010102 a0011222
b010102 a0020000
b010102 a0020010
b010102 a0020011
b010102 a0020020
b010102 a0020021
b010102 a0020022
b010102 a0021000
b010102 a0021010
b010102 a0100000
b010102 a0100001
b010102 a0110000
b010102 a0110010
b010102 a0110011
b010102 a0110020
b010102 b0000000
b010102 b0000001
b010102 b0000010
b010102 b0000011
b010102 b0000012
b010102 b0000100
b010102 b0000110
b010102 b0000111
b010102 b0000112
b010102 b0001000
b010102 b0001001
b010102 b0001002
b010102 b0001010
b010102 b0001020
b010102 b0002000
b010102 b0002001
b010102 b0002010
b010102 b0002020
b010102 b0002021
b010102 b0100000
b010102 b0100001
b010102 b0100010
b010102 b0100100
b010102 b0100101
b010102 b0100110
b010102 b0101000
b010102 b0101001
b010102 b0101002
b010102 b0101010
b010102 b0101011
b010102 b0101012
b010102 b0101020
b010102 b0101021
b010102 c0000000
b010102 c0000001
b010102 c0000002
b010102 c0000010
b010102 c0000011
b010102 c0000100
b010102 c0000101
b010102 c0010000
b010102 c0010001
b010102 c0010010
b010102 c0010020
b010102 c0010021
b010102 c0011000
b010102 c0011001
b010102 c0011002
b010102 c0011100
b010102 a00000000
b010102 a00000001
b010102 a00000002
b010102 a00000100
b010102 a00000110
b010102 a00000111
b010102 a00001000
b010102 a00001010
b010102 a00001011
b010102 a00001020
b010102 a00001021
b010102 a00001022
b010102 a00001100
b010102 a00001101
b010102 a00001110
b010102 a00001120
b010102 a00001121
b010102 a00001122
b010102 a00002000
b010102 a00002001
b010102 a00002100
b010102 a00002110
b010102 a00010000
b010102 a00010001
b010102 a00010010
b010102 a00010011
b010102 a00010100
b010102 a00010110
b010102 a00010111
b010102 a00010112
b010102 a00011000
b010102 a00011010
b010102 a00011011
b010102 a00011020
b010102 a00011021
b010102 a00011100
b010102 a00011200
b010102 a00011210
b010102 a00011211
b010102 a00011220
b010102 a00011221
b010102 a00012000
b010102 a00012100
b010102 a00012101
b010102 a00012102
b010102 a00012110
b010102 a00020000
b010102 a00020001
b010102 a00020010
b010102 a00021000
b010102 a00021001
b010102 a00021002
b010102 a00021010
b010102 a00021011
b010102 a00021020
b010102 a00021100
b010102 a00021101
c000000 c000001
c000000 c000010
c000000 c001000
c000000 c001001
c000000 c001002
c000000 c001100
c000000 c001110
c000000 a0000000
c000000 a0000010
c000000 a0000011
c000000 a0000100
c000000 a0000101
c000000 a0000102
c000000 a0000110
c000000 a0000111
c000000 a0000112
c000000 a0000200
c000000 a0000210
c000000 a0000211
c000000 a0001000
c000000 a0001001
c000000 a0001010
c000000 a0001011
c000000 a0001100
c000000 a0001101
c000000 a0001102
c000000 a0001110
c000000 a0001120
c000000 a0001121
c000000 a0001122
c000000 a0001200
c000000 a0001210
c000000 a0001211
c000000 a0002000
c000000 a0002001
c000000 a0002100
c000000 a0002101
c000000 a0002102
c000000 a0002110
c000000 a0002111
c000000 a0010000
c000000 a0010010
c000000 a0010020
c000000 a0010100
c000000 a0010101
c000000 a0010110
c000000 a0010111
c000000 a0010200
c000000 a0011000
c000000 a0011100
c000000 a0011110
c000000 a0011111
c000000 a0011200
c000000 a0011210
c000000 a0011211
c000000 a0011220
c000000 a0011221
c000000 a0011222
c000000 a0020000
c000000 a0020010
c000000 a0020011
c000000 a0020020
c000000 a0020021
c000000 a0020022
c000000 a0021000
c000000 a0021010
c000000 a0100000
c000000 a0100001
c000000 a0110000
c000000 a0110010
c000000 a0110011
c000000 a0110020
c000000 b0000000
c000000 b0000001
c000000 b0000010
c000000 b0000011
c000000 b0000012
c000000 b0000100
c000000 b0000110
c000000 b0000111
c000000 b0000112
c000000 b0001000
c000000 b0001001
c000000 b0001002
c000000 b0001010
c000000 b0001020
c000000 b0002000
c000000 b0002001
c000000 b0002010
c000000 b0002020
c000000 b0002021
c000000 b0100000
c000000 b0100001
c000000 b0100010
c000000 b0100100
c000000 b0100101
c000000 b0100110
c000000 b0101000
c000000 b0101001
c000000 b0101002
c000000 b0101010
c000000 b0101011
c000000 b0101012
c000000 b0101020
c000000 b0101021
c000000 c0000000
c000000 c0000001
c000000 c0000002
c000000 c0000010
c000000 c0000011
c000000 c0000100
c000000 c0000101
c000000 c0010000
c000000 c0010001
c000000 c0010010
c000000 c0010020
c000000 c0010021
c000000 c0011000
c000000 c0011001
c000000 c0011002
c000000 c0011100
c000000 a00000000
c000000 a00000001
c000000 a00000002
c000000 a00000100
c000000 a00000110
c000000 a00000111
c000000 a00001000
c000000 a00001010
c000000 a00001011
c000000 a00001020
c000000 a00001021
c000000 a00001022
c000000 a00001100
c000000 a00001101
c000000 a00001110
c000000 a00001120
c000000 a00001121
c000000 a00001122
c000000 a00002000
c000000 a00002001
c000000 a00002100
c000000 a00002110
c000000 a00010000
c000000 a00010001
c000000 a00010010
c000000 a00010011
c000000 a00010100
c000000 a00010110
c000000 a00010111
c000000 a00010112
c000000 a00011000
c000000 a00011010
c000000 a00011011
c000000 a00011020
c000000 a00011021
c000000 a00011100
c000000 a00011200
c000000 a00011210
c000000 a00011211
c000000 a00011220
c000000 a00011221
c000000 a00012000
c000000 a00012100
c000000 a00012101
c000000 a00012102
c000000 a00012110
c000000 a00020000
c000000 a00020001
c000000 a00020010
c000000 a00021000
c000000 a00021001
c000000 a00021002
c000000 a00021010
c000000 a00021011
c000000 a00021020
c000000 a00021100
c000000 a00021101
c000001 c000010
c000001 c001000
c000001 c001001
c000001 c001002
c000001 c001100
c000001 c001110
c000001 a0000000
c000001 a0000010
c000001 a0000011
c000001 a0000100
c000001 a0000101
c000001 a0000102
c000001 a0000110
c000001 a0000111
c000001 a0000112
c000001 a0000200
c000001 a0000210
c000001 a0000211
c000001 a0001000
c000001 a0001001
c000001 a0001010
c000001 a0001011
c000001 a0001100
c000001 a0001101
c000001 a0001102
c000001 a0001110
c000001 a0001120
c000001 a0001121
c000001 a0001122
c000001 a0001200
c000001 a0001210
c000001 a0001211
c000001 a0002000
c000001 a0002001
c000001 a0002100
c000001 a0002101
c000001 a0002102
c000001 a0002110
c000001 a0002111
c000001 a0010000
c000001 a0010010
c000001 a0010020
c000001 a0010100
c000001 a0010101
c000001 a0010110
c000001 a0010111
c000001 a0010200
c000001 a0011000
c000001 a0011100
c000001 a0011110
c000001 a0011111
c000001 a0011200
c000001 a0011210
c000001 a0011211
c000001 a0011220
c000001 a0011221
c000001 a0011222
c000001 a0020000
c000001 a0020010
c000001 a0020011
c000001 a0020020
c000001 a0020021
c000001 a0020022
c000001 a0021000
c000001 a0021010
c000001 a0100000
c000001 a0100001
c000001 a0110000
c000001 a0110010
c000001 a0110011
c000001 a0110020
c000001 b0000000
c000001 b0000001
c000001 b0000010
c000001 b0000011
c000001 b0000012
c000001 b0000100
c000001 b0000110
c000001 b0000111
c000001 b0000112
c000001 b0001000
c000001 b0001001
c000001 b0001002
c000001 b0001010
c000001 b0001020
